State,county,diff,votes_gop,votes_dem,total_votes,confirmed_cases,TOT_POP,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
GA,Wayne,7299,9987,2688,12779,2349,20333,3626,8132,5713,2579,18.1,40.6,28.5,12.9
IN,Wayne,8043,17567,9524,27679,6326,20333,6050,17383,13946,8312,13.2,38,30.5,18.2
IA,Wayne,1611,2338,727,3109,427,20333,484,1951,1361,566,11.1,44.7,31.2,13
KY,Wayne,5730,7430,1700,9240,1943,20333,4115,5482,3179,1879,28.1,37.4,21.7,12.8
MI,Wayne,-332617,264553,597170,872469,90597,20333,166003,353763,383495,275102,14.1,30,32.5,23.3
MO,Wayne,4142,4987,845,5878,790,20333,2384,3613,2654,988,24.7,37.5,27.5,10.3
NY,Wayne,8748,26204,17456,44714,4125,20333,6738,22077,20784,14229,10.6,34.6,32.6,22.3
NC,Wayne,6494,30709,24215,55537,7979,20333,13051,25056,27947,16051,15.9,30.5,34,19.5
PA,Wayne,9446,18637,9191,28089,2490,20333,3981,17118,10049,7971,10.2,43.8,25.7,20.4
TN,Wayne,4975,5795,820,6669,2269,20333,2477,5417,2939,1363,20.3,44.4,24.1,11.2
UT,Wayne,864,1229,365,1621,109,20333,213,404,765,466,11.5,21.9,41.4,25.2
WV,Wayne,8497,12585,4088,16947,2001,20333,5855,11648,7136,4386,20.2,40.1,24.6,15.1
GA,Webster,108,748,640,1391,87,12942,405,809,379,211,22.5,44.8,21,11.7
IA,Webster,4325,10938,6613,17822,4776,12942,2274,8433,9181,4857,9.2,34.1,37.1,19.6
KY,Webster,3094,4506,1412,5993,1032,12942,1687,4177,2310,892,18.6,46.1,25.5,9.8
MO,Webster,11307,14880,3573,18779,2930,12942,3260,9500,7777,4180,13.2,38.4,31.5,16.9
WV,Webster,2149,2759,610,3402,190,12942,1292,3088,1254,581,20.8,49.7,20.2,9.3
IN,Whitley,8628,12862,4234,17556,3229,36264,1699,9240,7469,4854,7.3,39.7,32.1,20.9
IL,Woodford,8639,14799,6160,21498,3498,26734,1422,8325,8029,8199,5.5,32.1,30.9,31.6
LA,Acadia,17153,22596,5443,28425,5539,62045,8911,16807,9640,5458,21.8,41.2,23.6,13.4
LA,Allen,5466,7574,2108,9810,2581,25627,3607,7699,4353,2283,20.1,42.9,24.3,12.7
LA,Ascension,20288,40687,20399,62325,8458,126604,9106,25345,22799,20953,11.6,32.4,29.2,26.8
LA,Assumption,3438,7271,3833,11235,1463,21891,4103,6798,3049,1589,26.4,43.7,19.6,10.2
LA,Avoyelles,7049,12028,4979,17292,3068,40144,6714,10804,6909,3358,24.2,38.9,24.9,12.1
LA,Beauregard,11033,13575,2542,16357,2040,37497,3741,9302,7112,4281,15.3,38.1,29.1,17.5
LA,Bienville,824,3891,3067,7050,1361,13241,1620,3951,2727,1174,17.1,41.7,28.8,12.4
LA,Bossier,22412,38074,15662,54655,10364,127039,8850,24400,28335,21240,10.7,29.5,34.2,25.6
LA,Caddo,-7089,48021,55110,104912,22238,240204,22427,55797,49381,39232,13.4,33.4,29.6,23.5
LA,Calcasieu,29084,55066,25982,82663,13680,203436,17857,44680,40708,28968,13.5,33.8,30.8,21.9
LA,Caldwell,3231,3976,745,4762,761,9918,1600,2934,1293,964,23.6,43.2,19,14.2
LA,Cameron,3347,3671,324,4039,419,6973,869,1857,1507,558,18.1,38.8,31.5,11.6
LA,Catahoula,2272,3541,1269,4858,831,9494,1607,2856,1475,785,23.9,42.5,21.9,11.7
LA,Claiborne,1039,3770,2731,6580,1218,15670,2234,4923,2978,1742,18.8,41.4,25.1,14.7
LA,Concordia,2373,5550,3177,8828,1480,19259,3070,5559,3077,1711,22.9,41.4,22.9,12.8
LA,De Soto,3655,9112,5457,14736,2184,27463,3249,7887,4679,2619,17.6,42.8,25.4,14.2
LA,East Baton Rouge,-27157,88420,115577,208182,28281,440059,27246,76449,79005,96897,9.7,27.3,28.3,34.7
LA,East Carroll,-820,1080,1900,3036,865,6861,1518,1872,1021,409,31.5,38.8,21.2,8.5
LA,East Feliciana,1784,6064,4280,10509,2243,19135,2882,6059,3521,1796,20.2,42.5,24.7,12.6
LA,Evangeline,6895,11053,4158,15412,2726,33395,5461,8586,4766,2773,25.3,39.8,22.1,12.8
LA,Franklin,4312,6970,2658,9720,2269,20015,3184,5753,2874,1599,23.7,42.9,21.4,11.9
LA,Grant,6960,8117,1157,9392,1444,22389,2914,6938,4748,1332,18.3,43.5,29.8,8.4
LA,Iberia,10224,21251,11027,32713,5589,69830,10053,20212,10941,5994,21.3,42.8,23.2,12.7
LA,Iberville,-621,7893,8514,16719,2794,32511,4830,9269,5537,3330,21,40.4,24.1,14.5
LA,Jackson,3251,5394,2143,7632,1394,15744,2269,4836,2561,1515,20.3,43.3,22.9,13.5
LA,Jefferson,21472,105949,84477,193733,39087,432493,44549,95090,85657,79756,14.6,31.2,28.1,26.1
LA,Jefferson Davis,8215,11423,3208,14841,2349,31368,3918,8641,4873,3301,18.9,41.7,23.5,15.9
LA,Lafayette,32834,72519,39685,114521,18689,244390,19959,48248,40286,51339,12.5,30.2,25.2,32.1
LA,Lafourche,27352,36024,8672,45388,6543,97614,15007,26613,13649,10968,22.7,40.2,20.6,16.6
LA,Lincoln,3752,11311,7559,19275,3137,46742,2995,7013,6331,9384,11.6,27.3,24.6,36.5
LA,Livingston,45628,54877,9249,65230,8699,140789,13107,35380,25720,16593,14.4,39,28.3,18.3
LA,Madison,-724,1930,2654,4670,1479,10951,1920,2972,1776,959,25.2,39,23.3,12.6
LA,Morehouse,1564,6510,4946,11574,2245,24874,3518,7641,3891,2249,20.3,44.2,22.5,13
LA,Natchitoches,2462,9358,6896,16554,2875,38158,3123,8097,7787,4129,13.5,35,33.7,17.8
LA,Orleans,-121190,26664,147854,177819,25524,390144,38030,63015,72498,101120,13.8,22.9,26.4,36.8
LA,Ouachita,16342,42255,25913,69166,15608,153279,13796,34179,28391,24462,13.7,33.9,28.2,24.3
LA,Plaquemines,3998,7412,3414,11014,1592,23197,2608,5277,4408,2994,17.1,34.5,28.8,19.6
LA,Pointe Coupee,2820,7503,4683,12371,1754,21730,3054,6221,3839,2350,19.7,40.2,24.8,15.2
LA,Rapides,18872,38347,19475,58865,8420,129648,12774,32580,23640,17832,14.7,37.5,27.2,20.5
LA,Red River,769,2413,1644,4132,726,8442,1213,2349,1497,818,20.6,40,25.5,13.9
LA,Richland,3382,6607,3225,9940,1858,20122,2806,5576,3483,1856,20.5,40.6,25.4,13.5
LA,Sabine,7045,8776,1731,10596,2162,23884,2420,7659,4264,2163,14.7,46.4,25.8,13.1
LA,St. Bernard,5028,11179,6151,17650,2778,47244,5223,11054,9701,3643,17.6,37.3,32.8,12.3
LA,St. Charles,8433,18233,9800,28517,4130,53100,3663,12176,10662,8479,10.5,34.8,30.5,24.2
LA,St. Helena,-632,2714,3346,6158,645,10132,1781,2930,1593,1017,24.3,40,21.8,13.9
LA,St. James,-556,5954,6510,12590,1519,21096,2148,6252,4085,2088,14.7,42.9,28,14.3
LA,St. John the Baptist,-6044,7538,13582,21432,3098,42837,3969,10907,9168,4682,13.8,38,31.9,16.3
LA,St. Landry,5799,23171,17372,41154,7229,82124,12844,21964,11248,7592,23.9,40.9,21,14.2
LA,St. Martin,9764,18203,8439,27038,4239,53431,6852,15071,8744,5175,19.1,42,24.4,14.4
LA,St. Mary,6756,14811,8055,23186,3200,49348,6521,17443,7247,3690,18.7,50,20.8,10.6
LA,St. Tammany,61920,99666,37746,140110,18535,260419,16752,45120,52208,57516,9.8,26.3,30.4,33.5
LA,Tangipahoa,18919,37806,18887,57661,8714,134758,14072,31892,22019,16366,16.7,37.8,26.1,19.4
LA,Tensas,-132,1197,1329,2554,306,4334,706,1492,636,334,22.3,47.1,20.1,10.5
LA,Terrebonne,23141,34339,11198,46240,7098,110461,15876,28539,17822,11644,21.5,38.6,24.1,15.8
LA,Union,5753,8407,2654,11201,1927,22108,2241,7338,3716,2276,14.4,47.1,23.9,14.6
LA,Vermilion,16921,21930,5009,27324,4399,59511,8494,16478,8767,5594,21.6,41.9,22.3,14.2
LA,Vernon,11209,14107,2898,17268,2205,47429,3929,11496,10116,5173,12.8,37.4,32.9,16.8
LA,Washington,7337,13307,5970,19513,2974,46194,7126,13475,7158,3689,22.7,42.8,22.8,11.7
LA,Webster,5658,11830,6172,18216,3178,38340,4579,11355,7257,4130,16.8,41.6,26.6,15.1
LA,West Baton Rouge,1484,7684,6200,14097,1897,26465,2605,6735,4440,3577,15,38.8,25.6,20.6
LA,West Carroll,3607,4317,710,5052,1049,10830,1683,3349,1713,968,21.8,43.4,22.2,12.6
LA,West Feliciana,1565,3863,2298,6268,1070,15568,1981,3927,2663,2439,18,35.7,24.2,22.2
LA,Winn,3076,4619,1543,6225,1087,13904,1902,4452,2345,1467,18.7,43.8,23.1,14.4
ME,Androscoggin,1651,29268,27617,58707,3355,108277,7241,27228,23508,16540,9.7,36.5,31.5,22.2
ME,Aroostook,7124,21080,13956,35746,913,67055,6312,18759,15794,9537,12.5,37.2,31.3,18.9
KY,Cumberland,2261,2769,508,3309,613,295003,893,1966,1248,618,18.9,41.6,26.4,13.1
ME,Cumberland,-69175,59584,128759,193765,9168,295003,10387,46659,54577,97804,5,22.3,26.1,46.7
NJ,Cumberland,-3790,28952,32742,62575,10824,295003,22944,40015,25708,15244,22.1,38.5,24.7,14.7
NC,Cumberland,-24437,60032,84469,147150,18672,295003,19001,52253,82315,51252,9.3,25.5,40.2,25
PA,Cumberland,14967,77212,62245,141595,12160,295003,13275,56940,40782,61933,7.7,32.9,23.6,35.8
TN,Cumberland,18440,25168,6728,32279,4829,295003,6218,17760,12341,8118,14,40,27.8,18.3
AL,Franklin,8290,10376,2086,12578,3227,30199,4835,7666,5632,2679,23.2,36.8,27.1,12.9
AR,Franklin,4377,5677,1300,7129,1135,30199,2106,4844,3701,1423,17.4,40.1,30.7,11.8
GA,Franklin,7476,9069,1593,10765,2118,30199,3072,6169,4047,2077,20,40.1,26.3,13.5
ID,Franklin,5188,5845,657,6664,810,30199,694,2869,2909,1427,8.8,36.3,36.8,18.1
IN,Franklin,7554,9691,2137,12000,1538,30199,1845,6674,3986,3083,11.8,42.8,25.6,19.8
IA,Franklin,1796,3422,1626,5130,1057,30199,672,2566,2629,1264,9.4,36,36.9,17.7
KS,Franklin,4703,8326,3623,12247,2248,30199,1261,6615,5812,3315,7.4,38.9,34.2,19.5
ME,Franklin,685,8754,8069,17390,628,30199,1584,8013,6475,5474,7.4,37.2,30.1,25.4
MA,Franklin,-18829,11201,30030,42458,1787,30199,3670,14911,14843,19786,6.9,28,27.9,37.2
MO,Franklin,23489,38058,14569,53685,8052,30199,8476,23225,24949,14241,12,32.8,35.2,20.1
NY,Franklin,415,9668,9253,19268,1571,30199,4702,13421,10631,6934,13.2,37.6,29.8,19.4
NC,Franklin,5022,20901,15879,37351,4546,30199,7114,13198,14976,9526,15.9,29.5,33.4,21.3
PA,Franklin,34823,57245,22422,80783,10040,30199,13451,45685,25413,22455,12.6,42.7,23.7,21
TN,Franklin,9123,13987,4864,19132,3706,30199,3616,11350,7516,5876,12.8,40,26.5,20.7
TX,Franklin,3357,4161,804,5009,432,30199,820,2175,2550,1715,11.3,30,35.1,23.6
WA,Franklin,4699,18039,13340,32404,10287,30199,13130,13527,16428,9026,25.2,26,31.5,17.3
GA,Hancock,-1822,1154,2976,4153,755,54987,1906,2866,1326,590,28.5,42.9,19.8,8.8
IN,Hancock,16101,28996,12895,42911,6996,54987,3130,16545,15451,15304,6.2,32.8,30.6,30.3
IA,Hancock,2707,4390,1683,6172,1345,54987,511,2827,2612,1787,6.6,36.5,33.8,23.1
KY,Hancock,1794,3145,1351,4587,698,54987,875,2480,1809,636,15.1,42.8,31.2,11
ME,Hancock,-4387,14982,19369,35325,656,54987,2427,13350,12208,13358,5.9,32.3,29.5,32.3
TN,Hancock,2010,2372,362,2744,327,54987,1134,2039,1059,551,23.7,42.6,22.1,11.5
WV,Hancock,6016,9806,3790,13800,1854,54987,2337,9043,6532,4058,10.6,41.2,29.7,18.5
ME,Kennebec,-181,34721,34902,71858,2299,122302,7220,28737,27738,23622,8.3,32.9,31.8,27.1
IN,Knox,7588,11655,4067,16011,3432,39772,2885,8808,8851,4027,11.7,35.8,36,16.4
ME,Knox,-5128,9982,15110,25734,547,39772,1890,10059,8765,9317,6.3,33.5,29.2,31
MO,Knox,1146,1486,340,1854,173,39772,320,1233,701,422,12,46.1,26.2,15.8
TN,Knox,33118,124540,91422,220556,37325,39772,27363,78592,86557,111579,9,25.8,28.5,36.7
TX,Knox,915,1180,265,1456,165,39772,464,771,675,467,19.5,32.4,28.4,19.6
AR,Lincoln,1697,2729,1032,3875,2741,34634,1910,5127,2259,903,18.7,50.3,22.1,8.9
GA,Lincoln,1741,3173,1432,4641,452,34634,1005,2365,1575,769,17.6,41.4,27.6,13.5
ID,Lincoln,1055,1469,414,1940,367,34634,671,1128,1129,330,20.6,34.6,34.7,10.1
KS,Lincoln,1007,1273,266,1570,249,34634,137,686,849,488,6.3,31.8,39.3,22.6
ME,Lincoln,-2428,10256,12684,23594,417,34634,1877,8674,7034,8561,7.2,33.2,26.9,32.7
MN,Lincoln,1184,2121,937,3115,484,34634,350,1542,1397,741,8.7,38.3,34.7,18.4
MO,Lincoln,15241,21848,6607,29018,4094,34634,4273,15381,11028,5802,11.7,42.2,30.2,15.9
MT,Lincoln,5837,8672,2835,11747,1398,34634,1798,5162,4822,2988,12.2,34.9,32.6,20.2
NV,Lincoln,1737,2067,330,2446,344,34634,540,1225,1317,665,14.4,32.7,35.1,17.7
NM,Lincoln,3748,6942,3194,10306,1446,34634,1240,4258,4848,4290,8.5,29.1,33.1,29.3
NC,Lincoln,23067,36341,13274,50217,7417,34634,8357,18013,19152,12375,14.4,31.1,33.1,21.4
OR,Lincoln,-4925,12460,17385,30726,0,34634,3468,10126,14354,8886,9.4,27.5,39,24.1
SD,Lincoln,7636,19617,11981,32396,6890,34634,1815,7635,11868,13882,5.2,21.7,33.7,39.4
TN,Lincoln,9362,12281,2919,15608,3115,34634,4008,9664,5617,4454,16.9,40.7,23.7,18.8
WA,Lincoln,3437,5150,1713,7033,303,34634,653,2173,2963,1788,8.6,28.7,39.1,23.6
WV,Lincoln,4301,6012,1711,7830,998,34634,2850,6977,3772,1296,19.1,46.8,25.3,8.7
WI,Lincoln,3756,10017,6261,16497,2807,34634,1799,7932,7095,3757,8.7,38.5,34.5,18.3
WY,Lincoln,7134,8643,1509,10468,983,34634,777,3998,4964,2841,6.2,31.8,39.5,22.6
ME,Oxford,2943,17698,14755,33492,1492,57975,3772,18321,12181,8040,8.9,43.3,28.8,19
ME,Penobscot,7112,44825,37713,85269,2720,152148,9046,36073,33132,29141,8.4,33.6,30.9,27.1
ME,Piscataquis,2626,6143,3517,9908,143,16785,1293,5218,4046,2368,10,40.4,31.3,18.3
ME,Sagadahoc,-3773,9755,13528,24038,612,35856,1548,7911,7505,9344,5.9,30.1,28.5,35.5
ME,Somerset,6445,16644,10199,27578,887,50484,4527,15052,11687,6163,12.1,40.2,31.2,16.5
MD,Somerset,1498,5739,4241,10147,2253,50484,3087,6868,4429,2674,18.1,40.3,26,15.7
NJ,Somerset,-39177,71996,111173,186891,16433,50484,12158,45738,46127,124687,5.3,20,20.2,54.5
PA,Somerset,22812,31466,8654,40543,4783,50484,6647,27921,12490,8628,11.9,50.1,22.4,15.5
ME,Waldo,-1149,11196,12345,24320,452,39715,2207,9456,8789,8589,7.6,32.6,30.3,29.6
AL,Washington,4306,6564,2258,8876,1056,31379,2243,4954,2996,1276,19.6,43.2,26.1,11.1
AR,Washington,3680,47504,43824,94266,21405,31379,20771,36295,35712,45385,15,26.3,25.8,32.8
GA,Washington,-75,4668,4743,9477,1487,31379,2805,6012,3344,1975,19.8,42.5,23.7,14
ID,Washington,3081,4154,1073,5344,837,31379,998,2576,2442,1043,14.1,36.5,34.6,14.8
IN,Washington,6330,9114,2784,12139,1956,31379,2967,8387,5327,2535,15.4,43.6,27.7,13.2
IA,Washington,2410,6971,4561,11765,2285,31379,1336,5888,4537,3214,8.9,39.3,30.3,21.5
KS,Washington,1865,2332,467,2843,472,31379,362,1461,1273,788,9.3,37.6,32.8,20.3
ME,Washington,3433,10194,6761,17357,408,31379,2710,9099,6645,4854,11.6,39,28.5,20.8
MD,Washington,14180,40224,26044,67779,11471,31379,13723,37982,30357,22409,13.1,36.4,29.1,21.4
MN,Washington,-15401,73764,89165,166786,20017,31379,6889,35951,53768,73505,4,21.1,31.6,43.2
MO,Washington,6243,8047,1804,9976,2073,31379,4026,6679,4930,1615,23.3,38.7,28.6,9.4
NY,Washington,4376,15941,11565,28138,1875,31379,5519,17111,13058,9151,12.3,38.2,29.1,20.4
NC,Washington,-615,2781,3396,6205,765,31379,1683,2998,2759,946,20.1,35.8,32.9,11.3
OR,Washington,-110867,99073,209940,320326,0,31379,33294,69211,120704,173384,8.4,17.5,30.4,43.7
PA,Washington,26992,72080,45088,118478,8338,31379,10551,56878,37408,43968,7.1,38.2,25.1,29.5
TN,Washington,21806,40444,18638,60203,10784,31379,9861,24962,23877,28075,11.4,28.8,27.5,32.4
TX,Washington,8698,12959,4261,17418,2738,31379,3302,7554,6541,5790,14.2,32.6,28.2,25
UT,Washington,46764,67294,20530,90476,18884,31379,7654,23856,42537,28437,7.5,23.3,41.5,27.7
WI,Washington,33587,60237,26650,88070,13286,31379,4939,28658,31889,28989,5.2,30.3,33.8,30.7
ME,York,-16372,54817,71189,129659,7153,207641,10385,45404,46095,46567,7,30.6,31.1,31.4
PA,York,58619,146733,88114,238471,27370,207641,32691,123950,77020,74687,10.6,40.2,25,24.2
SC,York,23719,82727,59008,144050,20563,207641,18002,44792,54916,55394,10.4,25.9,31.7,32
MD,Allegany,11728,20886,9158,30641,6205,70416,5043,21007,14979,9161,10,41.9,29.8,18.3
NY,Allegany,8087,14135,6048,20782,2586,70416,3023,11052,9978,6102,10,36.7,33.1,20.2
MD,Anne Arundel,-45002,127821,172823,309617,33044,579234,30657,93031,106936,159821,7.9,23.8,27.4,40.9
MD,Baltimore,-112207,146202,258409,414932,47502,827370,50831,150542,150963,221773,8.9,26.2,26.3,38.6
MD,Calvert,2759,25346,22587,49112,3428,92525,3773,18724,20001,19212,6.1,30.3,32.4,31.1
MD,Caroline,5188,10283,5095,15794,1899,33406,3611,9102,5900,3776,16.1,40.7,26.4,16.9
AR,Carroll,3401,7424,4023,11797,2210,168447,2788,6788,6055,4015,14.2,34.6,30.8,20.4
GA,Carroll,21240,37476,16236,54472,6475,168447,11868,24160,21819,14982,16.3,33.2,30,20.6
IN,Carroll,4862,7086,2224,9495,1663,168447,1511,5684,4353,2401,10.8,40.7,31.2,17.2
IA,Carroll,4283,7737,3454,11335,2597,168447,892,5013,4823,3070,6.5,36.3,35,22.2
MD,Carroll,23762,60218,36456,100327,6983,168447,9045,34707,30950,41280,7.8,29.9,26.7,35.6
MO,Carroll,2920,3706,786,4532,796,168447,835,2796,1501,1054,13.5,45.2,24.3,17
TN,Carroll,6646,9205,2559,11905,2256,168447,3479,8060,4527,3326,17.9,41.6,23.3,17.2
MD,Cecil,12630,29439,16809,47462,4767,102855,7768,26586,20081,16072,11,37.7,28.5,22.8
MD,Charles,-36592,25579,62171,89498,8060,163257,7240,32983,34476,30379,6.9,31.4,32.8,28.9
MD,Dorchester,1907,8764,6857,15977,2103,31929,3039,9168,6219,4827,13.1,39.4,26.7,20.8
SC,Dorchester,8089,41913,33824,77278,9661,31929,10278,28804,35828,29017,9.9,27.7,34.5,27.9
MD,Frederick,-13993,63682,77675,145615,15646,259547,12884,40866,46253,68432,7.6,24.3,27.5,40.6
MD,Garrett,8721,12002,3281,15611,1798,29014,2290,9363,5425,4294,10.7,43.8,25.4,20.1
MD,Harford,17835,80930,63095,148186,11411,255441,12561,46075,52724,62062,7.2,26.6,30.4,35.8
AR,Howard,2027,3367,1340,4834,927,325690,1515,3312,2733,1308,17.1,37.3,30.8,14.7
IN,Howard,13146,26449,13303,40630,8599,325690,6351,20794,17783,12110,11.1,36.5,31.2,21.2
IA,Howard,1355,3127,1772,4958,905,325690,613,2575,2186,942,9.7,40.8,34.6,14.9
MD,Howard,-81043,48390,129433,183062,14631,325690,9527,29650,42897,130437,4.5,14,20.2,61.4
MO,Howard,2140,3553,1413,5092,694,325690,761,2530,1674,1606,11.6,38.5,25.5,24.4
TX,Howard,5985,8054,2069,10240,2924,325690,5200,8382,8318,3070,20.8,33.6,33.3,12.3
DE,Kent,-3543,41009,44552,87025,12254,19422,14930,38490,35280,27357,12.9,33.2,30.4,23.6
MD,Kent,-134,5195,5329,10794,1048,19422,1672,3982,3516,4759,12,28.6,25.2,34.2
MI,Kent,-22174,165741,187915,361048,46667,19422,41102,103202,129390,148413,9.7,24.4,30.7,35.2
TX,Kent,364,411,47,462,34,19422,104,182,139,131,18.7,32.7,25,23.6
AL,Montgomery,-31218,33311,64529,99139,19076,1050688,21646,38289,41976,48131,14.4,25.5,28,32.1
AR,Montgomery,2315,3046,731,3873,481,1050688,1461,2450,2075,722,21.8,36.5,30.9,10.8
GA,Montgomery,1980,2960,980,3967,665,1050688,1093,2330,1703,842,18.3,39,28.5,14.1
IN,Montgomery,8446,12659,4213,17198,3598,1050688,2718,10707,7793,4687,10.5,41.3,30.1,18.1
IA,Montgomery,2076,3659,1583,5327,922,1050688,700,2621,2505,1232,9.9,37.1,35.5,17.5
KS,Montgomery,6621,9768,3147,13177,703,1050688,2502,6455,9201,4051,11.3,29.1,41.4,18.2
MD,Montgomery,-318347,101222,419569,533743,59155,1050688,62517,94875,135383,421720,8.7,13.3,18.9,59
MO,Montgomery,3257,4465,1208,5772,550,1050688,1294,3656,2098,1121,15.8,44.8,25.7,13.7
NY,Montgomery,4768,12745,7977,21134,2698,1050688,4852,12028,11357,5976,14.2,35.2,33.2,17.5
NC,Montgomery,4084,8411,4327,12849,2470,1050688,3933,6628,5637,2795,20.7,34.9,29.7,14.7
PA,Montgomery,-134051,185460,319511,510157,44145,1050688,33289,137292,124775,280456,5.8,23.8,21.7,48.7
TN,Montgomery,9715,42187,32472,76758,11861,1050688,9090,35180,43848,32983,7.5,29.1,36.2,27.2
TX,Montgomery,119005,193382,74377,271451,32894,1050688,45597,80427,109691,125054,12.6,22.3,30.4,34.7
MD,Prince George's,-342118,37090,379208,424855,68125,909327,82288,156769,172415,199620,13.5,25.7,28.2,32.7
MD,Queen Anne's,8032,18741,10709,30290,2370,50381,2748,10300,9651,12144,7.9,29.6,27.7,34.9
MD,St. Mary's,7688,30826,23138,55665,4611,113510,7479,22068,20893,23164,10.2,30,28.4,31.5
ME,Somerset,6445,16644,10199,27578,887,25616,4527,15052,11687,6163,12.1,40.2,31.2,16.5
MD,Somerset,1498,5739,4241,10147,2253,25616,3087,6868,4429,2674,18.1,40.3,26,15.7
NJ,Somerset,-39177,71996,111173,186891,16433,25616,12158,45738,46127,124687,5.3,20,20.2,54.5
PA,Somerset,22812,31466,8654,40543,4783,25616,6647,27921,12490,8628,11.9,50.1,22.4,15.5
GA,Talbot,-722,1392,2114,3522,333,37181,926,2108,1148,572,19.5,44.3,24.1,12
MD,Talbot,-116,10946,11062,22555,1691,37181,2633,7197,7411,10839,9.4,25.6,26.4,38.6
AL,Washington,4306,6564,2258,8876,1056,151049,2243,4954,2996,1276,19.6,43.2,26.1,11.1
AR,Washington,3680,47504,43824,94266,21405,151049,20771,36295,35712,45385,15,26.3,25.8,32.8
GA,Washington,-75,4668,4743,9477,1487,151049,2805,6012,3344,1975,19.8,42.5,23.7,14
ID,Washington,3081,4154,1073,5344,837,151049,998,2576,2442,1043,14.1,36.5,34.6,14.8
IN,Washington,6330,9114,2784,12139,1956,151049,2967,8387,5327,2535,15.4,43.6,27.7,13.2
IA,Washington,2410,6971,4561,11765,2285,151049,1336,5888,4537,3214,8.9,39.3,30.3,21.5
KS,Washington,1865,2332,467,2843,472,151049,362,1461,1273,788,9.3,37.6,32.8,20.3
ME,Washington,3433,10194,6761,17357,408,151049,2710,9099,6645,4854,11.6,39,28.5,20.8
MD,Washington,14180,40224,26044,67779,11471,151049,13723,37982,30357,22409,13.1,36.4,29.1,21.4
MN,Washington,-15401,73764,89165,166786,20017,151049,6889,35951,53768,73505,4,21.1,31.6,43.2
MO,Washington,6243,8047,1804,9976,2073,151049,4026,6679,4930,1615,23.3,38.7,28.6,9.4
NY,Washington,4376,15941,11565,28138,1875,151049,5519,17111,13058,9151,12.3,38.2,29.1,20.4
NC,Washington,-615,2781,3396,6205,765,151049,1683,2998,2759,946,20.1,35.8,32.9,11.3
OR,Washington,-110867,99073,209940,320326,0,151049,33294,69211,120704,173384,8.4,17.5,30.4,43.7
PA,Washington,26992,72080,45088,118478,8338,151049,10551,56878,37408,43968,7.1,38.2,25.1,29.5
TN,Washington,21806,40444,18638,60203,10784,151049,9861,24962,23877,28075,11.4,28.8,27.5,32.4
TX,Washington,8698,12959,4261,17418,2738,151049,3302,7554,6541,5790,14.2,32.6,28.2,25
UT,Washington,46764,67294,20530,90476,18884,151049,7654,23856,42537,28437,7.5,23.3,41.5,27.7
WI,Washington,33587,60237,26650,88070,13286,151049,4939,28658,31889,28989,5.2,30.3,33.8,30.7
MD,Wicomico,890,22944,22054,46216,6352,103609,7633,20867,18468,17188,11.9,32.5,28.8,26.8
MD,Worcester,6011,18571,12560,31691,3082,52276,3579,12372,11291,11907,9.1,31.6,28.8,30.4
MA,Worcester,-77090,171683,248773,432014,59614,52276,54112,158830,148585,202881,9.6,28.1,26.3,35.9
MD,Baltimore city,-181886,25374,207260,237461,38024,593490,64129,126763,101071,132615,15.1,29.9,23.8,31.2
MA,Barnstable,-36683,55311,91994,150325,8739,212990,7448,40194,46899,70795,4.5,24.3,28.4,42.8
MA,Berkshire,-33641,18064,51705,71375,4533,124944,8271,27750,25891,31034,8.9,29.9,27.9,33.4
MA,Bristol,-33505,119872,153377,279279,50500,565217,58891,116818,105441,109080,15.1,29.9,27,28
MA,Dukes,-7283,2631,9914,12798,777,17332,575,3091,3444,5621,4.5,24.3,27.1,44.2
MA,Essex,-122361,144837,267198,421210,77656,789034,57928,135741,133206,212106,10.7,25.2,24.7,39.4
NJ,Essex,-191345,75475,266820,345311,60278,789034,75835,149777,121387,185092,14.3,28.1,22.8,34.8
NY,Essex,-971,8976,9947,19259,1125,789034,2546,9451,8814,7920,8.9,32.9,30.7,27.6
AL,Franklin,8290,10376,2086,12578,3227,70180,4835,7666,5632,2679,23.2,36.8,27.1,12.9
AR,Franklin,4377,5677,1300,7129,1135,70180,2106,4844,3701,1423,17.4,40.1,30.7,11.8
GA,Franklin,7476,9069,1593,10765,2118,70180,3072,6169,4047,2077,20,40.1,26.3,13.5
ID,Franklin,5188,5845,657,6664,810,70180,694,2869,2909,1427,8.8,36.3,36.8,18.1
IN,Franklin,7554,9691,2137,12000,1538,70180,1845,6674,3986,3083,11.8,42.8,25.6,19.8
IA,Franklin,1796,3422,1626,5130,1057,70180,672,2566,2629,1264,9.4,36,36.9,17.7
KS,Franklin,4703,8326,3623,12247,2248,70180,1261,6615,5812,3315,7.4,38.9,34.2,19.5
ME,Franklin,685,8754,8069,17390,628,70180,1584,8013,6475,5474,7.4,37.2,30.1,25.4
MA,Franklin,-18829,11201,30030,42458,1787,70180,3670,14911,14843,19786,6.9,28,27.9,37.2
MO,Franklin,23489,38058,14569,53685,8052,70180,8476,23225,24949,14241,12,32.8,35.2,20.1
